S.no,data_source,data_collection_date,url,other_metadata,tender_published_Date,tender_closing_date,tender_opening_date,tender_tile_and_id,tender_origanisation
58,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:55 PM,09-Mar-2023 03:00 PM,10-Mar-2023 03:30 PM,"[Engagement of LSTK Contractor for Design and Detailed Engineering, Supply, Installation,Erection, Testing and Commissioning of 400 TPD SSP Plant with 100 percent conversion facility to GSSP Manufacturing and Packaging.]
																				[NAM/TS/03(02)/SSP/287][2023_BVFCL_144690_1]",Brahmaputra Valley Fertilizer Corporation Limited||Technical Service - BVFCL
59,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:45 PM,06-Mar-2023 11:00 AM,07-Mar-2023 11:00 AM,"[Construction of FOB at near DN Regalia at km. 408.360 on Tangi Bhubaneswar section of NH 16 in the state of Odisha on EPC Mode 3rd Call]
																				[NHAI/13012/82/RO-OD/2023][2023_NHAI_144689_1]",National Highways Authority of India||RO-Bhubaneswar - NHAI
60,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:45 PM,14-Feb-2023 06:00 PM,16-Feb-2023 10:30 AM,"[Annual maintenance contract of Air Conditioners installed at various locations in CSIR NEERI Nagpur]
																				[50(58)/2022-23/W][2023_CSIR_142405_2]",Council of Scientific and Industrial Research||NEERI-Nagpur - CSIR||ESD-NEERI - CSIR
61,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:40 PM,16-Mar-2023 12:00 PM,17-Mar-2023 12:00 PM,"[Construction of RCC Brick Boundary Wall, Chain Link Fencing at Panagarh Military Base Camp in the State of West Bengal]
																				[09/2022-23/NH-19/Boundary Wall][2023_NHAI_144691_1]",National Highways Authority of India||RO-Kolkata - NHAI||Krishnagar - NHAI
62,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:30 PM,28-Mar-2023 11:00 AM,29-Mar-2023 11:30 AM,"[IE Services for the work for Construction of 4 laning from Saura (Sasaram) at Ch.0.000 to Pattar at Ch.84.400 of Patna-Arraha-Sasaram corridor of NH-119A with a SPUR connectivity of 4.3 km with Arraha Mohania at Asni under BMP in Bihar on HAM Mode]
																				[NHAI/HQ/BH/Saura-Pattar /IE/Proc./2023][2023_NHAI_144680_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
63,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:30 PM,15-Feb-2023 03:00 PM,16-Feb-2023 03:00 PM,"[Repair and Renovation of Tin Shed etc.]
																				[12-Works(229)-344-2022-Elec-Re][2023_CSIR_144681_1]",Council of Scientific and Industrial Research||IIIM-Jammu - CSIR||Admin-IIIM - CSIR
64,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:30 PM,14-Feb-2023 03:00 PM,15-Feb-2023 03:00 PM,"[SITC of Split type Air Conditioners at Old RCC and RCC Equipment block, JIPMER, Puducherry.]
																				[HITES/FM/JIPMER/NIQ/22-23/018][2023_HLL_144683_1]",HLL Lifecare Limited||HLL INFRA TECH SERVICES LIMITED
65,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:30 PM,09-Mar-2023 05:00 PM,10-Mar-2023 05:30 PM,"[Providing Solar Highway Lighting at 18 nos of locations in the stretches from Km 741.255 to Km 1022.494 on Anakapalli toAnnavaram to Diwancheruvu section of NH-16 and Diwancheruvu toSiddhantham to Gundagolanu section of NH 216A in AP 2nd call]
																				[ 02/PIU/RJY/2023][2023_NHAI_144662_1]",National Highways Authority of India||RO-Vijayawada - NHAI||Rajamundry - NHAI
66,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:30 PM,21-Feb-2023 03:00 PM,22-Feb-2023 03:00 PM,"[MICRO-PIV SYSTEM]
																				[ME/ASHIS/08/IOE23/MICROPIVSYS][2023_IITM_144685_1]",Indian Institute of Technology Madras||Project Purchase - IITM
67,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:30 PM,14-Feb-2023 02:00 PM,15-Feb-2023 02:00 PM,"[Providing Art working on wall of any surfaces at different location of walls of Dhalao etc. under Ward No.25E/213 AC-61 Shastri Park Shah-South Zone]
																				[EE M-I Shah S/2022-23/20.1][2023_MCD_144656_1]",Municipal Corporation of Delhi||Engineering - MCD||Civil Engineering - MCD
68,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:15 PM,28-Mar-2023 11:00 AM,29-Mar-2023 11:30 AM,"[IE Services for the work of Construction of four laning of Bakarpur-Manikpur road section starting from village chitarsenpur (km 0.00) and terminating at SH-74 near Manikpur (38.814) at NH-139W under BMP on HAM mode in Bihar]
																				[NHAI/HQ/BH/Bakarpur-Manikpur /IE/Proc./2023][2023_NHAI_144670_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
69,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:10 PM,21-Feb-2023 03:00 PM,22-Feb-2023 03:00 PM,"[RF POWER AMPLIFIER]
																				[ME/ASHIS/07/IOE23/RFPOWERAM][2023_IITM_144675_1]",Indian Institute of Technology Madras||Project Purchase - IITM
70,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:05 PM,22-Feb-2023 03:00 PM,23-Feb-2023 03:30 PM,"[Supply and Stacking of PSC Turnout Sleepers between Chigicherla Dharmavaram Section for Gooty Dharmavaram Doubling work of South Central Railway]
																				[RITES/GY-DMM-TURNOUTSLEEPERS][2023_RITES_144642_1]",RITES Ltd.||RPO Bangalore - RITES
71,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:00 PM,28-Feb-2023 01:00 PM,01-Mar-2023 03:00 PM,"[Laying OFC and related works in Rajavommangi Mandal Area-4  of BSNL RMY BA AP Circle]
																				[GMT/PLG/RMY/4G OFC tender1/2022-23/26 dtd 08/02/23][2023_BSNL_144637_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD East Godavari
72,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:00 PM,22-Feb-2023 04:00 PM,24-Feb-2023 04:00 PM,"[08 KM OFC PATCH WORK THROUGH OPEN TRENCHING]
																				[DE(M)/CNTXNER /AZL/TENDERS/2022-23/36 DTD08.02.23 ][2023_BSNL_144648_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||North East Task Force Circle||DGM (TF) Silchar
73,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:00 PM,14-Feb-2023 03:00 PM,14-Feb-2023 03:05 PM,"[EE-M-III/SZ/TC/2022-23/34-2]
																				[EE-M-III/SZ/TC/2022-23/34][2023_SDMC_144618_2]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
74,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:00 PM,14-Feb-2023 03:00 PM,14-Feb-2023 03:05 PM,"[EE-M-III/SZ/TC/2022-23/34-1]
																				[EE-M-III/SZ/TC/2022-23/34][2023_SDMC_144618_1]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
75,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:00 PM,28-Feb-2023 01:00 PM,01-Mar-2023 03:00 PM,"[Laying OFC and related works in Y ramavaram Mandal Area-7  of BSNL RMY BA AP Circle]
																				[GMT/PLG/RMY/4G OFC tender1/2022-23/29 dtd 08/02/23][2023_BSNL_144653_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD East Godavari
76,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:00 PM,21-Feb-2023 03:00 PM,22-Feb-2023 03:30 PM,"[CONSTRUCTION AND DEVELOPEMENT OF KENDRIYA VIDYALAYA SCHOOLS at NEW TEHRI TOWN UTTARAKHAND-2ND CALL.]
																				[NPCC/PROJECTS/KVS/22-23/214][2023_NPCC_144658_1]",National Projects Construction Corporation Limited||Corporate Office - NPCC||Projects Division - CO - NPCC
77,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:00 PM,02-Mar-2023 03:00 PM,03-Mar-2023 03:00 PM,"[EXTERNAL ALARM BOARDS]
																				[ODCO/CM/TENDER/EXT-ALARM/2023][2023_BSNL_144634_1]","Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Odisha Telecom Circle||GM, CMTS, Bhubaneswar"
78,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:00 PM,28-Feb-2023 01:00 PM,01-Mar-2023 03:00 PM,"[Laying OFC and related works in Y ramavaram Mandal Area-6  of BSNL RMY BA AP Circle]
																				[GMT/PLG/RMY/4G OFC tender1/2022-23/28 dtd 08/02/23][2023_BSNL_144649_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD East Godavari
79,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:00 PM,15-Feb-2023 05:00 PM,17-Feb-2023 03:30 PM,"[Renovation for the space provided for CSIO Analytical Facility (CAF) in CSIO, Chandigarh.]
																				[csio/1483/2022-23/esd][2023_CSIR_144643_1]",Council of Scientific and Industrial Research||CSIO-Chandigarh - CSIR||ESD-CSIO - CSIR
80,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:00 PM,28-Feb-2023 01:00 PM,01-Mar-2023 03:00 PM,"[Laying OFC and related works in Y ramavaram Mandal Area-8  of BSNL RMY BA AP Circle]
																				[GMT/PLG/RMY/4G OFC tender1/2022-23/30 dtd 08/02/23][2023_BSNL_144659_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD East Godavari
81,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:00 PM,14-Feb-2023 10:00 AM,15-Feb-2023 11:00 AM,"[Upgradation of Corel Draw Graphics Suite ]
																				[4PI/PUR/2K22/108][2023_CSIR_144644_1]",Council of Scientific and Industrial Research||FPI-Bengaluru - CSIR
82,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:00 PM,01-Mar-2023 05:00 PM,02-Mar-2023 05:00 PM,"[of License for Operation of Tea / Snack Bar (03 nos. -  One each in Security Hold Area(SHA), Arrival Area and city side), Trolley Retrieval cum Advertisement Rights facility And Vehicle Parking facility in clubbed manner at Adampur Airport.]
																				[AAI_ADAMPUR_CLUB_TENDER][2023_AAI_144654_1]",Airports Authority of India||Northern Region - AAI||RHQ-NR - AAI||COMMERCIAL-NR - AAI
83,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:00 PM,02-Mar-2023 03:00 PM,03-Mar-2023 03:30 PM,"[E Tender for HOUSEKEEPING and INFRA MAINTENANCE of BSNL premises in Sagar BA]
																				[W-1-018/GMBA Sagar/Housekeeping/All OAs/2022-23][2023_BSNL_144655_1]","Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Madhya Pradesh Telecom Circle- Bhopal||O/o CGMT, MP Telecom Circle Bhopal"
84,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:00 PM,14-Feb-2023 03:00 PM,14-Feb-2023 03:05 PM,"[EE-M-III/SZ/TC/2022-23/34-3]
																				[EE-M-III/SZ/TC/2022-23/34][2023_SDMC_144618_3]",South Delhi Municipal Corporation||Municipal Engineers Office - SDMC
85,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:00 PM,23-Feb-2023 02:30 PM,24-Feb-2023 03:00 PM,"[EMPANELMENT OF LENDERS FOR UNSECURED SHORT TERM/ WORKING CAPITAL LOAN OF RS. 500 CRORE]
																				[BCPL/FNA/2022-23/STL][2023_BCPL_144646_1]",Brahmaputra Cracker and Polymer Limited||C and P - BCPL
86,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:00 PM,28-Feb-2023 01:00 PM,01-Mar-2023 03:00 PM,"[Laying OFC and related works in Addatheegala Mandal Area-4  of BSNL RMY BA AP Circle]
																				[GMT/PLG/RMY/4G OFC tender1/2022-23/27 dtd 08/02/23][2023_BSNL_144641_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD East Godavari
87,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:00 PM,15-Feb-2023 02:30 PM,16-Feb-2023 03:00 PM,"[AMC for UPS Numeric]
																				[CDRI/2022/20861][2023_CSIR_144626_1]",Council of Scientific and Industrial Research||CDRI-Lucknow - CSIR||Purchase-CDRI - CSIR
88,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 05:00 PM,02-Mar-2023 05:00 PM,03-Mar-2023 05:00 PM,"[Concession to design, fit-out, finance, develop, market, operate, maintain and manage the Food and Beverage outlets at the Pune Airport]
																				[03/2023][2023_AAI_144627_1]",Airports Authority of India||Western Region - AAI||PUNE - AAI||COMMERCIAL-VAPO - AAI
89,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 04:45 PM,08-Mar-2023 03:30 PM,09-Mar-2023 03:30 PM,"[RENDERING TECHNICAL ASSISTANCE TO OPERATION, HOUSEKEEPING OF MAIN PLANT AND OFFSITE AND HANDLING OF COAL MILL REJECT AT NTECL VALLUR 3 x 500 MW]
																				[CS 5270][2023_NTECL_144527_1]",NTECL||Vallur Thermal Power Project||Contracts and Materials
90,Central Public Procurement portal,2023-02-08,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndTendersByOrganisation&service=direct,Any additional information about the data,08-Feb-2023 04:10 PM,20-Feb-2023 05:00 PM,22-Feb-2023 11:00 AM,"[Renovation works in sample collection room at NMR building, CSIR-IICT, Hyderabad.]
																				[ESD/L-276/2023][2023_CSIR_144629_1]",Council of Scientific and Industrial Research||IICT-Hyderabad - CSIR||ESD-IICT - CSIR
